Disorder,Dict,DataFrame,Accuracy,AUC,Classification Report
Obsessive compulsive disorder,df_dict_psd_band,psd_theta,0.7368421052631579,0.7257617728531855,"              precision    recall  f1-score   support

           0       0.74      0.74      0.74        19
           1       0.74      0.74      0.74        19

    accuracy                           0.74        38
   macro avg       0.74      0.74      0.74        38
weighted avg       0.74      0.74      0.74        38
"
Obsessive compulsive disorder,df_dict_psd_band,psd_alpha,0.868421052631579,0.9113573407202217,"              precision    recall  f1-score   support

           0       0.85      0.89      0.87        19
           1       0.89      0.84      0.86        19

    accuracy                           0.87        38
   macro avg       0.87      0.87      0.87        38
weighted avg       0.87      0.87      0.87        38
"
Obsessive compulsive disorder,df_dict_psd_band,psd_beta,0.6052631578947368,0.5318559556786704,"              precision    recall  f1-score   support

           0       0.60      0.63      0.62        19
           1       0.61      0.58      0.59        19

    accuracy                           0.61        38
   macro avg       0.61      0.61      0.60        38
weighted avg       0.61      0.61      0.60        38
"
Obsessive compulsive disorder,df_dict_psd_band,psd_highbeta,0.7368421052631579,0.8088642659279778,"              precision    recall  f1-score   support

           0       0.76      0.68      0.72        19
           1       0.71      0.79      0.75        19

    accuracy                           0.74        38
   macro avg       0.74      0.74      0.74        38
weighted avg       0.74      0.74      0.74        38
"
Obsessive compulsive disorder,df_dict_psd_band,psd_gamma,0.7894736842105263,0.8116343490304708,"              precision    recall  f1-score   support

           0       0.76      0.84      0.80        19
           1       0.82      0.74      0.78        19

    accuracy                           0.79        38
   macro avg       0.79      0.79      0.79        38
weighted avg       0.79      0.79      0.79        38
"
Obsessive compulsive disorder,df_dict_fc_band,fc_delta,0.6842105263157895,0.6509695290858726,"              precision    recall  f1-score   support

           0       0.67      0.74      0.70        19
           1       0.71      0.63      0.67        19

    accuracy                           0.68        38
   macro avg       0.69      0.68      0.68        38
weighted avg       0.69      0.68      0.68        38
"
Obsessive compulsive disorder,df_dict_fc_band,fc_theta,0.7368421052631579,0.7811634349030471,"              precision    recall  f1-score   support

           0       0.68      0.89      0.77        19
           1       0.85      0.58      0.69        19

    accuracy                           0.74        38
   macro avg       0.76      0.74      0.73        38
weighted avg       0.76      0.74      0.73        38
"
Obsessive compulsive disorder,df_dict_fc_band,fc_alpha,0.8421052631578947,0.8614958448753463,"              precision    recall  f1-score   support

           0       0.88      0.79      0.83        19
           1       0.81      0.89      0.85        19

    accuracy                           0.84        38
   macro avg       0.85      0.84      0.84        38
weighted avg       0.85      0.84      0.84        38
"
Obsessive compulsive disorder,df_dict_fc_band,fc_beta,0.8157894736842105,0.85595567867036,"              precision    recall  f1-score   support

           0       0.88      0.74      0.80        19
           1       0.77      0.89      0.83        19

    accuracy                           0.82        38
   macro avg       0.82      0.82      0.81        38
weighted avg       0.82      0.82      0.81        38
"
Obsessive compulsive disorder,df_dict_fc_band,fc_highbeta,0.7631578947368421,0.778393351800554,"              precision    recall  f1-score   support

           0       0.73      0.84      0.78        19
           1       0.81      0.68      0.74        19

    accuracy                           0.76        38
   macro avg       0.77      0.76      0.76        38
weighted avg       0.77      0.76      0.76        38
"
Obsessive compulsive disorder,df_dict_fc_band,fc_gamma,0.8421052631578947,0.8393351800554016,"              precision    recall  f1-score   support

           0       0.84      0.84      0.84        19
           1       0.84      0.84      0.84        19

    accuracy                           0.84        38
   macro avg       0.84      0.84      0.84        38
weighted avg       0.84      0.84      0.84        38
"
Obsessive compulsive disorder,df_dict_psd_fc_band,psd_fc_delta,0.7894736842105263,0.8282548476454294,"              precision    recall  f1-score   support

           0       0.82      0.74      0.78        19
           1       0.76      0.84      0.80        19

    accuracy                           0.79        38
   macro avg       0.79      0.79      0.79        38
weighted avg       0.79      0.79      0.79        38
"
Obsessive compulsive disorder,df_dict_psd_fc_band,psd_fc_theta,0.868421052631579,0.8670360110803325,"              precision    recall  f1-score   support

           0       0.94      0.79      0.86        19
           1       0.82      0.95      0.88        19

    accuracy                           0.87        38
   macro avg       0.88      0.87      0.87        38
weighted avg       0.88      0.87      0.87        38
"
Obsessive compulsive disorder,df_dict_psd_fc_band,psd_fc_alpha,0.8421052631578947,0.8753462603878116,"              precision    recall  f1-score   support

           0       0.93      0.74      0.82        19
           1       0.78      0.95      0.86        19

    accuracy                           0.84        38
   macro avg       0.86      0.84      0.84        38
weighted avg       0.86      0.84      0.84        38
"
Obsessive compulsive disorder,df_dict_psd_fc_band,psd_fc_beta,0.8421052631578947,0.889196675900277,"              precision    recall  f1-score   support

           0       0.81      0.89      0.85        19
           1       0.88      0.79      0.83        19

    accuracy                           0.84        38
   macro avg       0.85      0.84      0.84        38
weighted avg       0.85      0.84      0.84        38
"
Obsessive compulsive disorder,df_dict_psd_fc_band,psd_fc_highbeta,0.8157894736842105,0.85595567867036,"              precision    recall  f1-score   support

           0       0.88      0.74      0.80        19
           1       0.77      0.89      0.83        19

    accuracy                           0.82        38
   macro avg       0.82      0.82      0.81        38
weighted avg       0.82      0.82      0.81        38
"
Obsessive compulsive disorder,df_dict_psd_fc_band,psd_fc_gamma,0.6842105263157895,0.6703601108033241,"              precision    recall  f1-score   support

           0       0.65      0.79      0.71        19
           1       0.73      0.58      0.65        19

    accuracy                           0.68        38
   macro avg       0.69      0.68      0.68        38
weighted avg       0.69      0.68      0.68        38
"
Schizophrenia,df_dict_psd_all_bands,psd_all_bands,0.851063829787234,0.8550724637681159,"              precision    recall  f1-score   support

           0       0.77      1.00      0.87        24
           1       1.00      0.70      0.82        23

    accuracy                           0.85        47
   macro avg       0.89      0.85      0.85        47
weighted avg       0.88      0.85      0.85        47
"
Schizophrenia,df_dict_fc_all_bands,fc_all_bands,0.7021276595744681,0.697463768115942,"              precision    recall  f1-score   support

           0       0.65      0.92      0.76        24
           1       0.85      0.48      0.61        23

    accuracy                           0.70        47
   macro avg       0.75      0.70      0.68        47
weighted avg       0.74      0.70      0.69        47
"
Schizophrenia,df_dict_psd_fc_all_bands,psd_fc_all_bands,0.8723404255319149,0.8931159420289855,"              precision    recall  f1-score   support

           0       0.88      0.88      0.88        24
           1       0.87      0.87      0.87        23

    accuracy                           0.87        47
   macro avg       0.87      0.87      0.87        47
weighted avg       0.87      0.87      0.87        47
"
Schizophrenia,df_dict_psd_band,psd_delta,0.8723404255319149,0.8840579710144928,"              precision    recall  f1-score   support

           0       0.85      0.92      0.88        24
           1       0.90      0.83      0.86        23

    accuracy                           0.87        47
   macro avg       0.88      0.87      0.87        47
weighted avg       0.87      0.87      0.87        47
"
Schizophrenia,df_dict_psd_band,psd_theta,0.8297872340425532,0.8586956521739131,"              precision    recall  f1-score   support

           0       0.81      0.88      0.84        24
           1       0.86      0.78      0.82        23

    accuracy                           0.83        47
   macro avg       0.83      0.83      0.83        47
weighted avg       0.83      0.83      0.83        47
"
Schizophrenia,df_dict_psd_band,psd_alpha,0.8723404255319149,0.9221014492753623,"              precision    recall  f1-score   support

           0       0.85      0.92      0.88        24
           1       0.90      0.83      0.86        23

    accuracy                           0.87        47
   macro avg       0.88      0.87      0.87        47
weighted avg       0.87      0.87      0.87        47
"
Schizophrenia,df_dict_psd_band,psd_beta,0.9148936170212766,0.9583333333333334,"              precision    recall  f1-score   support

           0       0.92      0.92      0.92        24
           1       0.91      0.91      0.91        23

    accuracy                           0.91        47
   macro avg       0.91      0.91      0.91        47
weighted avg       0.91      0.91      0.91        47
"
Schizophrenia,df_dict_psd_band,psd_highbeta,0.9148936170212766,0.9782608695652173,"              precision    recall  f1-score   support

           0       0.86      1.00      0.92        24
           1       1.00      0.83      0.90        23

    accuracy                           0.91        47
   macro avg       0.93      0.91      0.91        47
weighted avg       0.93      0.91      0.91        47
"
